01,01,3,00
01,01,3,01
01,01,3,02
01,01,3,03
01,01,3,04
01,01,3,05
01,01,3,06
01,01,3,07
01,01,3,08
01,01,3,09
01,01,3,10
01,01,3,11
01,01,3,12
01,01,3,13
01,01,3,14
01,01,3,15
01,01,3,16
01,01,3,17
01,01,3,18
01,01,3,19
01,01,3,20
01,01,3,21
01,01,3,22
01,01,3,23
01,01,3,24
01,01,3,25
01,01,3,26
01,01,3,27
01,01,3,28
01,01,3,29
01,01,3,30
01,01,3,31
01,01,3,32
01,01,3,33
01,01,3,34
01,01,3,35
01,01,3,36
01,01,3,37
01,01,3,38
01,01,3,39
01,01,3,40
01,01,3,41
01,01,3,42
01,01,3,43
01,01,3,44
01,01,3,45
01,01,3,46
01,01,3,47
01,01,3,48
01,01,3,49
01,01,3,50
01,01,3,51
01,01,3,52
01,01,3,53
01,01,3,54
01,01,3,55
01,01,3,56
01,01,3,57
01,01,3,58
01,01,3,59
01,01,3,60
01,01,3,61
01,01,3,62
01,01,3,63
01,01,3,64
01,01,3,65
01,01,3,66
01,01,3,67
01,01,3,68
01,01,3,69
01,01,3,70
01,01,3,71
01,01,3,72
01,01,3,73
01,01,3,74
01,01,3,75
01,01,3,76
01,01,3,77
01,01,3,78
01,01,3,79
01,01,3,80
01,01,3,81
01,01,3,82
01,01,3,83
01,01,3,84
01,01,3,85
01,01,3,86
01,01,3,87
01,01,3,88
01,01,3,89
01,01,3,90
01,01,3,91
01,01,3,92
01,01,3,93
01,01,3,94
01,01,3,95
01,01,3,96
01,01,3,97
01,01,3,98
01,01,3,99
01,02,3,00
01,02,3,01
01,02,3,02
01,02,3,03
01,02,3,04
01,02,3,05
01,02,3,06
01,02,3,07
01,02,3,08
01,02,3,09
01,02,3,10
01,02,3,11
01,02,3,12
01,02,3,13
01,02,3,14
01,02,3,15
01,02,3,16
01,02,3,17
01,02,3,18
01,02,3,19
01,02,3,20
01,02,3,21
01,02,3,22
01,02,3,23
01,02,3,24
01,02,3,25
01,02,3,26
01,02,3,27
01,02,3,28
01,02,3,29
01,02,3,30
01,02,3,31
01,02,3,32
01,02,3,33
01,02,3,34
01,02,3,35
01,02,3,36
01,02,3,37
01,02,3,38
01,02,3,39
01,02,3,40
01,02,3,41
01,02,3,42
01,02,3,43
01,02,3,44
01,02,3,45
01,02,3,46
01,02,3,47
01,02,3,48
01,02,3,49
01,02,3,50
01,02,3,51
01,02,3,52
01,02,3,53
01,02,3,54
01,02,3,55
01,02,3,56
01,02,3,57
01,02,3,58
01,02,3,59
01,02,3,60
01,02,3,61
01,02,3,62
01,02,3,63
01,02,3,64
01,02,3,65
01,02,3,66
01,02,3,67
01,02,3,68
01,02,3,69
01,02,3,70
01,02,3,71
01,02,3,72
01,02,3,73
01,02,3,74
01,02,3,75
01,02,3,76
01,02,3,77
01,02,3,78
01,02,3,79
01,02,3,80
01,02,3,81
01,02,3,82
